createdAt,projectId,issueIdentifier,sha256,fileName,relativePath,rawUrl,status,cleanupAfter,publishedAt,deletedAt
2026-05-04T14:13:06.1773213Z,SZEFCIO__fitness_veyra,DAM-49,8239d29ce10c0fd621ed81de8c30cf28d4f3e8bd9d88dd39a0c6bbd0d226a811,DAM-49_8239d29ce10c.png,media/SZEFCIO__fitness_veyra/2026/05/DAM-49_8239d29ce10c.png,https://raw.githubusercontent.com/dkknapikdamian-collab/szefcio-public-media/main/media/SZEFCIO__fitness_veyra/2026/05/DAM-49_8239d29ce10c.png,uploaded_candidate,2026-05-11T14:13:06.1797417Z,,
